"Back To Review Detail","Back To Review Detail"
"Delete Gallery","Delete Gallery"
"Are you sure you want to do this gallery?","Are you sure you want to do this gallery?"
"Save Gallery","Save Gallery"
"Add/Edit Gallery","Add/Edit Gallery"
" abuse reports submitted."," abuse reports submitted."
" people found this helpful."," people found this helpful."
"There are %1 of %2 people found this helpful.","There are %1 of %2 people found this helpful."
" people found this unhelpful."," people found this unhelpful."
[GLOBAL],[GLOBAL]
[WEBSITE],[WEBSITE]
"[STORE VIEW]","[STORE VIEW]"
"Images (.gif, .jpg, .png)","Images (.gif, .jpg, .png)"
"Add New Images","Add New Images"
"The gallery has been deleted.","The gallery has been deleted."
"Edit Gallery","Edit Gallery"
"Review Gallery","Review Gallery"
"This gallery no longer exists.","This gallery no longer exists."
"New Gallery","New Gallery"
Galleries,Galleries
"You saved the gallery.","You saved the gallery."
"Reviews Reminders List","Reviews Reminders List"
"A total of %1 record(s) have been deleted.","A total of %1 record(s) have been deleted."
"A total of %1 record(s) have been updated.","A total of %1 record(s) have been updated."
"Something went wrong while updating the product(s) status.","Something went wrong while updating the product(s) status."
"A total of %1 email(s) have been sent to customer(s).","A total of %1 email(s) have been sent to customer(s)."
"Some emails were not sent.","Some emails were not sent."
"Not found any record to send.","Not found any record to send."
"Something went wrong while making the review.","Something went wrong while making the review."
"You submitted your review for moderation.","You submitted your review for moderation."
"We can't post your review right now.","We can't post your review right now."
"Gallery of Review ","Gallery of Review "
"Please check the image(s) uploading.","Please check the image(s) uploading."
Enabled,Enabled
Disabled,Disabled
"Owl Carousel","Owl Carousel"
"Disabled Carousel - use listing","Disabled Carousel - use listing"
Default,Default
Helpful,Helpful
"Average Rating Percent","Average Rating Percent"
"Gallery with id ""%1"" does not exist.","Gallery with id ""%1"" does not exist."
"Please Check Sender Email","Please Check Sender Email"
Pending,Pending
"On Hold","On Hold"
Sent,Sent
"Getting order data error.","Getting order data error."
"Could not update customer info to review reminder.","Could not update customer info to review reminder."
"Hgati Custom Review","Hgati Custom Review"
"What I like about this product","What I like about this product"
"What I don't like about this product","What I don't like about this product"
"Review Images","Review Images"
"Review Notes","Review Notes"
"Review Comment","Review Comment"
Title,Title
Comment,Comment
"Send to customer","Send to customer"
"reviews gallery","reviews gallery"
View,View
Edit,Edit
Delete,Delete
"Delete %1","Delete %1"
"Are you sure you want to delete a %1 record?","Are you sure you want to delete a %1 record?"
"Browse to find or drag image here","Browse to find or drag image here"
"Delete image","Delete image"
Hidden,Hidden
"Alt Text","Alt Text"
Role,Role
Base,Base
"Image Size","Image Size"
{size},{size}
"Image Resolution","Image Resolution"
"{width}^{height} px","{width}^{height} px"
"You need to enter info before adding a new review.","You need to enter info before adding a new review."
"* Required Fields","* Required Fields"
"Order Id","Order Id"
"Enter your order id without zero number","Enter your order id without zero number"
"Order Email","Order Email"
"Your order email ","Your order email "
"Please select your order...","Please select your order..."
"You need to make an order.","You need to make an order."
Submit,Submit
"Write Your Own Review","Write Your Own Review"
"You're reviewing:","You're reviewing:"
"Your Rating","Your Rating"
"%1 %2","%1 %2"
Nickname,Nickname
Summary,Summary
Review,Review
"What I do not like about this product ","What I do not like about this product "
Add,Add
"Submit Review","Submit Review"
"Only registered users can write reviews. Please <a href=""%1"">Sign in</a> or <a href=""%2"">create an account</a>","Only registered users can write reviews. Please <a href=""%1"">Sign in</a> or <a href=""%2"">create an account</a>"
"Enter a valid email!","Enter a valid email!"
"Email is not format!","Email is not format!"
"Order Id is empty!","Order Id is empty!"
"Order Id is not format!","Order Id is not format!"
"This order was not made for this product","This order was not made for this product"
"Order id is not correct","Order id is not correct"
<span>Loading</span>,<span>Loading</span>
"Email was not made this order.","Email was not made this order."
"Customer Reviews","Customer Reviews"
"Sort review by: ","Sort review by: "
"Search review: ","Search review: "
"enter keyword...","enter keyword..."
"There are ' . . ' of ' . . ' people found this helpful.","There are ' . . ' of ' . . ' people found this helpful."
"You have found this helpful.","You have found this helpful."
"You have found this unhelpful.","You have found this unhelpful."
"Was this review helpful?","Was this review helpful?"
Yes,Yes
No,No
"You reported this review.","You reported this review."
"Report Abuse","Report Abuse"
"Review by","Review by"
"Posted on","Posted on"
"Welcome to %store_name","Welcome to %store_name"
"Dear ","Dear "
"Thanks so much for purchasing","Thanks so much for purchasing"
"on our %store_name.","on our %store_name."
"We are so happy if you feel free and possibility to make a review and rating for our product which you purchased.","We are so happy if you feel free and possibility to make a review and rating for our product which you purchased."
"To sign in to our site for the review, please go <a href=""%customer_url"">My Account</a> page:","To sign in to our site for the review, please go <a href=""%customer_url"">My Account</a> page:"
"Here is the product which you purchased ","Here is the product which you purchased "
"I am ","I am "
"Best Regards,","Best Regards,"
"Image Detail","Image Detail"
"Hgati ProductReviews","Hgati ProductReviews"
"Hgati Product Reviews","Hgati Product Reviews"
"All Reviews","All Reviews"
"Reviews Configuration","Reviews Configuration"
"Hgati All-<a href=""http://hgati.com"" target=""_BLANK"" title=""""Magento Marketplace, Opencart Marketplace, Magento 2 Extension, Free Magento Extension, Opencart Advanced Reports"">hgati.com</a>","Hgati All-<a href=""http://hgati.com"" target=""_BLANK"" title=""""Magento Marketplace, Opencart Marketplace, Magento 2 Extension, Free Magento Extension, Opencart Advanced Reports"">hgati.com</a>"
"Hgati Product Reviews And Rating","Hgati Product Reviews And Rating"
"General Settings","General Settings"
"Email Sender","Email Sender"
"Email Templates","Email Templates"
"Email template chosen based on theme fallback when ""Default"" option is selected.","Email template chosen based on theme fallback when ""Default"" option is selected."
"Reply Email Templates","Reply Email Templates"
"Send Emails Automatically","Send Emails Automatically"
"Review Settings","Review Settings"
"Enable Sorting","Enable Sorting"
"Sort Review By","Sort Review By"
"Enable Searching","Enable Searching"
"Verify Purchased Code","Verify Purchased Code"
"Allow Show List Orders","Allow Show List Orders"
"Allow Upload Images","Allow Upload Images"
"Set Number images files can upload on frontend form","Set Number images files can upload on frontend form"
"Gallery Default Status","Gallery Default Status"
"Set Uploaded Image Width","Set Uploaded Image Width"
"Set Uploaded Image Height","Set Uploaded Image Height"
"Gallery Owl Carousel Settings","Gallery Owl Carousel Settings"
"Carousel Layout","Carousel Layout"
"Number Item per Column","Number Item per Column"
"Default is 1","Default is 1"
"Number Columns On Page (Phones)","Number Columns On Page (Phones)"
"Show number items when screen size bellow 480px","Show number items when screen size bellow 480px"
"Number Columns On Page (Phones to Small tablets)","Number Columns On Page (Phones to Small tablets)"
"Show number items when screen size between 641px and 480px","Show number items when screen size between 641px and 480px"
"Number Columns On Page (Phones to tablets)","Number Columns On Page (Phones to tablets)"
"Show number items when screen size between 768px and 641px","Show number items when screen size between 768px and 641px"
"Number Columns On Page (Portrait tablets)","Number Columns On Page (Portrait tablets)"
"Show number items when screen size between 979px and 769px","Show number items when screen size between 979px and 769px"
"Number Columns On Page (Default)","Number Columns On Page (Default)"
"Show number items when screen size between 1199px and 980px","Show number items when screen size between 1199px and 980px"
"Number Columns On Page (Large display)","Number Columns On Page (Large display)"
"Show number items when screen size 1200px and up","Show number items when screen size 1200px and up"
Autoplay,Autoplay
"Autoplay Timeout","Autoplay Timeout"
"Autoplay interval timeout.","Autoplay interval timeout."
"Pause on Hover","Pause on Hover"
Loop,Loop
RTL,RTL
"Show dots navigations","Show dots navigations"
"Show next/prev buttons.","Show next/prev buttons."
"Nav Prev","Nav Prev"
"Nav Next","Nav Next"
"Gallery Fancybox Settings","Gallery Fancybox Settings"
"Enabled Auto Popup Size","Enabled Auto Popup Size"
"Fancybox Width","Fancybox Width"
"Fancybox Height","Fancybox Height"
"Fancybox Padding","Fancybox Padding"
"Fancybox Margin","Fancybox Margin"
"General Information","General Information"
"Enable Gallery","Enable Gallery"
Label,Label
"Review Id","Review Id"
Images,Images
"Are you sure you want to delete selected items?","Are you sure you want to delete selected items?"
"Delete items","Delete items"
ID,ID
Status,Status
"Reminders To All","Reminders To All"
"Change status","Change status"
"Are you sure you want to send email to selected items?","Are you sure you want to send email to selected items?"
"Send Reminders","Send Reminders"
"Send Email","Send Email"
"Created At","Created At"
Order,Order
"Order Increment Id","Order Increment Id"
"Order Status","Order Status"
"Customer Name","Customer Name"
"Customer Email","Customer Email"
"Store View","Store View"
"Not found any record to send. Maybe list reminders had status: sent, or there order status are pending. Order status should completed, and reminders status are pending.","Not found any record to send. Maybe list reminders had status: sent, or there order status are pending. Order status should completed, and reminders status are pending."